,actions,availability,bucket_name,discount_asked,discount_obtained,id,nightly_price,nightly_price_scraped,response
45,"[<span class=""horizontal-rule-wrapper"" data-reactid="".5.3.0:$814947009.0.0""><span data-reactid="".5.3.0:$814947009.0.0.0""><span data-reactid="".5.3.0:$814947009.0.0.0.$0"">Justyna</span><span data-reactid="".5.3.0:$814947009.0.0.0.1""> ti ha pre-approvato il </span><span data-reactid="".5.3.0:$814947009.0.0.0.$1"">lo scorso Sabato alle 19:21</span></span></span>]",-1,days2_weeks1,0.9,0,6956146,69.0,$75,"Hi Michele,  thank you for your inquiry.  I am keeping the price at the states rate for the two days.  I will preapprove you of that price works. *************** Hi Justyna, my name is Michele and I am interested in staying at your place for 2 days, from 2016-03-29 to 2016-03-31. The calendar is open on these days and I am wondering if it is still available? A little bit more about myself: I am a graduate student from Milan, Italy and study Communication Design. I am fond of exploring cultures and visual arts around the world. Since the trip is coming up very soon, and I found my schedule matches perfectly with the opening in your calendar, I am wondering if you would be willing to lower the rate to $60/night? I would be willing to make the booking immediately if the price is ok with you. *************** "
46,"[<span class=""horizontal-rule-wrapper"" data-reactid="".5.3.0:$814975830.0.0""><span data-reactid="".5.3.0:$814975830.0.0.0""><span data-reactid="".5.3.0:$814975830.0.0.0.$0"">James</span><span data-reactid="".5.3.0:$814975830.0.0.0.1""> ti ha pre-approvato il </span><span data-reactid="".5.3.0:$814975830.0.0.0.$1"">lo scorso Sabato alle 19:46</span></span></span>]",-1,days2_weeks1,0.6,0,7331070,108.0,$218,"Hi Michele, I am happy to see you interested in the house. As you can see I have someone coming angry going on the days you arrive and depart so as long as you are flexible on arrival and departure times it's fine.  Keep in mind I have to have  a cleaning service in between guests. In regards to the price,  that already is Air Bnb suggested competitive price.  I just checked the hotels in Bayside and there are none under  $116/night.  I don't think my partners are going to go for that price anyway. In any event I hope you decide to stay.  Have a good day. *************** Hi James, my name is Michele and I am interested in staying at your place for 2 days, from 2016-03-29 to 2016-03-31. The calendar is open on these days and I am wondering if it is still available? A little bit more about myself: I am a graduate student from Milan, Italy and study Communication Design. I am fond of exploring cultures and visual arts around the world.I will visit New York a few times this year to work on a project with a local school. I will be there with 2 collegues of mine, who will stay with me.  Since the trip is coming up very soon, and I found my schedule matches perfectly with the opening in your calendar, I am wondering if you would be willing to lower the rate to $60/night? I would be willing to make the booking immediately if the price is ok with you. *************** "
47,"[<span class=""horizontal-rule-wrapper"" data-reactid="".5.3.0:$815008663.0.0""><span data-reactid="".5.3.0:$815008663.0.0.0""><span data-reactid="".5.3.0:$815008663.0.0.0.$0"">Diana</span><span data-reactid="".5.3.0:$815008663.0.0.0.1""> ha inviato un'offerta speciale di </span><span data-reactid="".5.3.0:$815008663.0.0.0.$1"">$78</span><span data-reactid="".5.3.0:$815008663.0.0.0.3"">/notte</span></span></span>]",-1,days2_weeks1,0.7,0,8712309,88.0,$78,"talk to you soon! *************** hello Michele and thank you for thinking about staying with us :) i sent you a special offer let me know what you think about it *************** Hi Diana, my name is Michele and I am interested in staying at your place for 2 days, from 2016-03-27 to 2016-03-29. The calendar is open on these days and I am wondering if it is still available? A little bit more about myself: I am a graduate student from Milan, Italy and study Communication Design. I am fond of exploring cultures and visual arts around the world. Since the trip is coming up very soon, and I found my schedule matches perfectly with the opening in your calendar, I am wondering if you would be willing to lower the rate to $60/night? I would be willing to make the booking immediately if the price is ok with you. *************** "
48,"[<span class=""horizontal-rule-wrapper"" data-reactid="".5.3.0:$817617117.0.0""><span data-reactid="".5.3.0:$817617117.0.0.0""><span data-reactid="".5.3.0:$817617117.0.0.0.$0"">Naomi</span><span data-reactid="".5.3.0:$817617117.0.0.0.1""> ha inviato un'offerta speciale di </span><span data-reactid="".5.3.0:$817617117.0.0.0.$1"">$213</span><span data-reactid="".5.3.0:$817617117.0.0.0.3"">/notte</span></span></span>]",-1,days2_weeks1,0.8,0,6462099,138.0,$213,"Hi Michele,
Yes the calendar is presently open for those dates, We often get last minute bookings often. I would be willing to give you a special offer of $425 for you and the 3 guests. 
Look forward to hearing from you soon
Best
Naomi *************** Hi Naomi, my name is Michele and I am interested in staying at your place for 2 days, from 2016-03-30 to 2016-04-01. The calendar is open on these days and I am wondering if it is still available? A little bit more about myself: I am a graduate student from Milan, Italy and study Communication Design. I am fond of exploring cultures and visual arts around the world.I will visit New York a few times this year to work on a project with a local school. I will be there with 3 collegues of mine, who will stay with me.  Since the trip is coming up very soon, and I found my schedule matches perfectly with the opening in your calendar, I am wondering if you would be willing to lower the rate to $110/night? I would be willing to make the booking immediately if the price is ok with you. *************** "
49,"[<span class=""horizontal-rule-wrapper"" data-reactid="".5.3.0:$817363726.0.0""><span data-reactid="".5.3.0:$817363726.0.0.0""><span data-reactid="".5.3.0:$817363726.0.0.0.$0"">Vladimir</span><span data-reactid="".5.3.0:$817363726.0.0.0.1""> ti ha pre-approvato il </span><span data-reactid="".5.3.0:$817363726.0.0.0.$1"">Oggi alle 16:16</span></span></span>]",-1,days2_weeks1,0.6,0,7043746,115.0,$125,"Hi Michele. Sorry I cannot lower the booking that much. Thanks, I'll pre approve anyway *************** Hi Vladimir, my name is Michele and I am interested in staying at your place for 2 days, from 2016-03-29 to 2016-03-31. The calendar is open on these days and I am wondering if it is still available? A little bit more about myself: I am a graduate student from Milan, Italy and study Communication Design. I am fond of exploring cultures and visual arts around the world.I will visit New York a few times this year to work on a project with a local school. I will be there with 4 collegues of mine, who will stay with me.  Since the trip is coming up very soon, and I found my schedule matches perfectly with the opening in your calendar, I am wondering if you would be willing to lower the rate to $65/night? I would be willing to make the booking immediately if the price is ok with you. *************** "
50,[],-1,days2_weeks1,0.7,0,7879486,101.0,$140,"Hi Michele thank you for your interest the apartment is only free on the 31, there is someone leaving the 30 and someone checking in on April 1... Good luck with your search! *************** Hi Kareem, my name is Michele and I am interested in staying at your place for 2 days, from 2016-03-30 to 2016-04-01. The calendar is open on these days and I am wondering if it is still available? A little bit more about myself: I am a graduate student from Milan, Italy and study Communication Design. I am fond of exploring cultures and visual arts around the world.I will visit New York a few times this year to work on a project with a local school. I will be there with a collegue of mine, who will stay with me.  Since the trip is coming up very soon, and I found my schedule matches perfectly with the opening in your calendar, I am wondering if you would be willing to lower the rate to $70/night? I would be willing to make the booking immediately if the price is ok with you. *************** "
51,[],-1,days2_weeks1,0.8,0,8504666,138.0,$175,"her guests checking in that afternoon. 

Please let me know if that works for you. *************** Hi Michele. I'd be happy to host you. I can offer you $125 a night instead of the stated rate of $150. Also, you'll need to check out by 12P as I have ot *************** Hi Michele. I'd be happy to host you. We would need to agree that you check out by 12P on the 31st as I have guests coming in on that day. If that's fine I can do $125 per night instead of the current rate of $150. Please let me know what you think.  *************** Hi Danielle, my name is Michele and I am interested in staying at your place for 2 days, from 2016-03-29 to 2016-03-31. The calendar is open on these days and I am wondering if it is still available? A little bit more about myself: I am a graduate student from Milan, Italy and study Communication Design. I am fond of exploring cultures and visual arts around the world.I will visit New York a few times this year to work on a project with a local school. I will be there with a collegue of mine, who will stay with me.  Since the trip is coming up very soon, and I found my schedule matches perfectly with the opening in your calendar, I am wondering if you would be willing to lower the rate to $110/night? I would be willing to make the booking immediately if the price is ok with you. *************** "
52,"[<span class=""horizontal-rule-wrapper"" data-reactid="".5.3.0:$817218109.0.0""><span data-reactid="".5.3.0:$817218109.0.0.0""><span data-reactid="".5.3.0:$817218109.0.0.0.$0"">Robin &amp; Bob</span><span data-reactid="".5.3.0:$817218109.0.0.0.1""> ha inviato un'offerta speciale di </span><span data-reactid="".5.3.0:$817218109.0.0.0.$1"">$143</span><span data-reactid="".5.3.0:$817218109.0.0.0.3"">/notte</span></span></span>]",-1,days2_weeks2,0.6,0,7253330,115.0,$143,"Hi Michelle - we just sent a special offer. Although we can't do $62/night, we were able to bring the nightly price down to $100. Please let us know if you are still interested. Cheers! *************** Hello Michele - Thanks for your interest! I'm afraid we won't be able to offer you a lower rate at this time.  *************** Hi Robin & Bob, my name is Michele and I am interested in staying at your place for 2 days, from 2016-04-05 to 2016-04-07. The calendar is open on these days and I am wondering if it is still available? A little bit more about myself: I am a graduate student from Milan, Italy and study Communication Design. I am fond of exploring cultures and visual arts around the world. Because my schedule match perfectly with the opening in your calendar, I am wondering if you would be willing to lower the rate to $65/night? I would be willing to make the booking immediately if the price is ok with you. *************** "
53,[],-1,days2_weeks2,0.7,0,632347,101.0,$185,"Michele
Thank you for your offer,  however, that will not work for me. 
Jennifer *************** Hi Jennifer, my name is Michele and I am interested in staying at your place for 2 days, from 2016-04-06 to 2016-04-08. The calendar is open on these days and I am wondering if it is still available? A little bit more about myself: I am a graduate student from Milan, Italy and study Communication Design. I am fond of exploring cultures and visual arts around the world.I will visit New York a few times this year to work on a project with a local school. I will be there with 2 collegues of mine, who will stay with me.  Because my schedule match perfectly with the opening in your calendar, I am wondering if you would be willing to lower the rate to $70/night? I would be willing to make the booking immediately if the price is ok with you. *************** "
54,[],-1,days2_weeks2,0.8,0,1018769,60.0,$75,"Hi Michele,

Thank you so much for getting in touch with me about the room. It is available for the dates you have requested, and we would be happy to host you. Our price is already very affordable for the area and the least expensive we can make it, so unfortunately no we cannot lower the price.

If you are still interested please let us know.

All the best,
Shannon

Sent quickly from my iPhone, please forgive any typos *************** Hi Shannon, my name is Michele and I am interested in staying at your place for 2 days, from 2016-04-04 to 2016-04-06. The calendar is open on these days and I am wondering if it is still available? A little bit more about myself: I am a graduate student from Milan, Italy and study Communication Design. I am fond of exploring cultures and visual arts around the world. Because my schedule match perfectly with the opening in your calendar, I am wondering if you would be willing to lower the rate to $45/night? I would be willing to make the booking immediately if the price is ok with you. *************** "
55,"[<span class=""horizontal-rule-wrapper"" data-reactid="".5.3.0:$816122753.0.0""><span data-reactid="".5.3.0:$816122753.0.0.0""><span data-reactid="".5.3.0:$816122753.0.0.0.$0"">Alejandro</span><span data-reactid="".5.3.0:$816122753.0.0.0.1""> ti ha pre-approvato il </span><span data-reactid="".5.3.0:$816122753.0.0.0.$1"">Ieri alle 19:11</span></span></span>]",-1,days2_weeks2,0.6,0,4234072,73.0,$79,"Hi Alejandro, my name is Michele and I am interested in staying at your place for 2 days, from 2016-04-03 to 2016-04-05. The calendar is open on these days and I am wondering if it is still available? A little bit more about myself: I am a graduate student from Milan, Italy and study Communication Design. I am fond of exploring cultures and visual arts around the world. Because my schedule match perfectly with the opening in your calendar, I am wondering if you would be willing to lower the rate to $40/night? I would be willing to make the booking immediately if the price is ok with you. *************** "
56,[],-1,days2_weeks2,0.7,0,1992499,49.5,$54,"Hi Michele, it is available for Sunday night. Let me know if you are still works for you. *************** Hi Erica, my name is Michele and I am interested in staying at your place for 2 days, from 2016-04-03 to 2016-04-05. The calendar is open on these days and I am wondering if it is still available? A little bit more about myself: I am a graduate student from Milan, Italy and study Communication Design. I am fond of exploring cultures and visual arts around the world. Because my schedule match perfectly with the opening in your calendar, I am wondering if you would be willing to lower the rate to $30/night? I would be willing to make the booking immediately if the price is ok with you. *************** "
57,"[<span class=""horizontal-rule-wrapper"" data-reactid="".5.3.0:$816388104.0.0""><span data-reactid="".5.3.0:$816388104.0.0.0""><span data-reactid="".5.3.0:$816388104.0.0.0.$0"">Joao</span><span data-reactid="".5.3.0:$816388104.0.0.0.1""> ha inviato un'offerta speciale di </span><span data-reactid="".5.3.0:$816388104.0.0.0.$1"">$57</span><span data-reactid="".5.3.0:$816388104.0.0.0.3"">/notte</span></span></span>]",-1,days2_weeks2,0.8,0,2461540,54.0,$57,"Just sent you a special price for $49/night plus the $15 cleaning fee (that excludes airbnb fees that they add up to the total shown to you. *************** Hi Michele,

Thank you so much for your message. Or calendars do match for those dates. The room is available but the discount you are asking me is a little to much. The room is usually listed for 79$/night. The reason it is listed for $59 is exactly because it is only two days available, a gap between other reservations. 

How about we meet in the middle and I lower the reservation cost from 59 to 49/night and we both get win? :)

Hope to hear back from you soon.

Best,
JP *************** Hi Joao, my name is Michele and I am interested in staying at your place for 2 days, from 2016-04-03 to 2016-04-05. The calendar is open on these days and I am wondering if it is still available? A little bit more about myself: I am a graduate student from Milan, Italy and study Communication Design. I am fond of exploring cultures and visual arts around the world. Because my schedule match perfectly with the opening in your calendar, I am wondering if you would be willing to lower the rate to $40/night? I would be willing to make the booking immediately if the price is ok with you. *************** "
58,[],-1,days2_weeks2,0.9,0,10802654,115.0,$175,"Hi Michel,
Our place is available.  Unfortunately, we can't discount the unit.  If you want to book the unit though, please let me know and we will approve you.

Thanks,
Carl *************** Hi Carl & Danielle, my name is Michele and I am interested in staying at your place for 2 days, from 2016-04-07 to 2016-04-09. The calendar is open on these days and I am wondering if it is still available? A little bit more about myself: I am a graduate student from Milan, Italy and study Communication Design. I am fond of exploring cultures and visual arts around the world. Because my schedule match perfectly with the opening in your calendar, I am wondering if you would be willing to lower the rate to $100/night? I would be willing to make the booking immediately if the price is ok with you. *************** "
59,[],-1,days2_weeks2,0.6,0,4824013,55.0,$55,"Hi Michele, due to high inquiry the only time i would consider to lower the price is the same day of the booking.  Good luck *************** Hi Diego, my name is Michele and I am interested in staying at your place for 2 days, from 2016-04-03 to 2016-04-05. The calendar is open on these days and I am wondering if it is still available? A little bit more about myself: I am a graduate student from Milan, Italy and study Communication Design. I am fond of exploring cultures and visual arts around the world. Because my schedule match perfectly with the opening in your calendar, I am wondering if you would be willing to lower the rate to $30/night? I would be willing to make the booking immediately if the price is ok with you. *************** "
60,"[<span class=""horizontal-rule-wrapper"" data-reactid="".5.3.0:$816391506.0.0""><span data-reactid="".5.3.0:$816391506.0.0.0""><span data-reactid="".5.3.0:$816391506.0.0.0.$0"">Samuel</span><span data-reactid="".5.3.0:$816391506.0.0.0.1""> ha inviato un'offerta speciale di </span><span data-reactid="".5.3.0:$816391506.0.0.0.$1"">$75</span><span data-reactid="".5.3.0:$816391506.0.0.0.3"">/notte</span></span></span>]",-1,days2_weeks2,0.7,0,8642982,65.0,$75,"Hi Michele, let me know if you have any questions before confirming the booking! *************** Hi Michael I have sent you a special off for $150 = 2 nights @ $45 + cleaning & AirBnB fees... We look forward to hosting you soon! *************** Hi Samuel, my name is Michele and I am interested in staying at your place for 2 days, from 2016-04-06 to 2016-04-08. The calendar is open on these days and I am wondering if it is still available? A little bit more about myself: I am a graduate student from Milan, Italy and study Communication Design. I am fond of exploring cultures and visual arts around the world. Because my schedule match perfectly with the opening in your calendar, I am wondering if you would be willing to lower the rate to $45/night? I would be willing to make the booking immediately if the price is ok with you. *************** "
61,"[<span class=""horizontal-rule-wrapper"" data-reactid="".5.3.0:$816420072.0.0""><span data-reactid="".5.3.0:$816420072.0.0.0""><span data-reactid="".5.3.0:$816420072.0.0.0.$0"">Ed</span><span data-reactid="".5.3.0:$816420072.0.0.0.1""> ti ha pre-approvato il </span><span data-reactid="".5.3.0:$816420072.0.0.0.$1"">Ieri alle 23:27</span></span></span>]",-1,days2_weeks2,0.8,0,3440595,188.0,$204,"Hi Ed, my name is Michele and I am interested in staying at your place for 2 days, from 2016-04-07 to 2016-04-09. The calendar is open on these days and I am wondering if it is still available? A little bit more about myself: I am a graduate student from Milan, Italy and study Communication Design. I am fond of exploring cultures and visual arts around the world.I will visit New York a few times this year to work on a project with a local school. I will be there with 2 collegues of mine, who will stay with me.  Because my schedule match perfectly with the opening in your calendar, I am wondering if you would be willing to lower the rate to $150/night? I would be willing to make the booking immediately if the price is ok with you. *************** "
62,[],-1,days2_weeks2,0.9,0,5036261,37.0,$40,"Sorry I can't do that. *************** Hi Jorge, my name is Michele and I am interested in staying at your place for 2 days, from 2016-04-05 to 2016-04-07. The calendar is open on these days and I am wondering if it is still available? A little bit more about myself: I am a graduate student from Milan, Italy and study Communication Design. I am fond of exploring cultures and visual arts around the world. Because my schedule match perfectly with the opening in your calendar, I am wondering if you would be willing to lower the rate to $30/night? I would be willing to make the booking immediately if the price is ok with you. *************** "
63,"[<span class=""horizontal-rule-wrapper"" data-reactid="".5.3.0:$816403523.0.0""><span data-reactid="".5.3.0:$816403523.0.0.0""><span data-reactid="".5.3.0:$816403523.0.0.0.$0"">Jason</span><span data-reactid="".5.3.0:$816403523.0.0.0.1""> ha inviato un'offerta speciale di </span><span data-reactid="".5.3.0:$816403523.0.0.0.$1"">$145</span><span data-reactid="".5.3.0:$816403523.0.0.0.3"">/notte</span></span></span>]",-1,days2_weeks2,0.8,0,94477,165.0,$145,"Thank you for your booking inquiry. I am able to give you a special offer of 145.00 per night. I hope you find that acceptable. Please let me know if you have any questions or concerns. Thanks. *************** Hi Jason, my name is Michele and I am interested in staying at your place for 2 days, from 2016-04-03 to 2016-04-05. The calendar is open on these days and I am wondering if it is still available? A little bit more about myself: I am a graduate student from Milan, Italy and study Communication Design. I am fond of exploring cultures and visual arts around the world.I will visit New York a few times this year to work on a project with a local school. I will be there with 2 collegues of mine, who will stay with me.  Because my schedule match perfectly with the opening in your calendar, I am wondering if you would be willing to lower the rate to $130/night? I would be willing to make the booking immediately if the price is ok with you. *************** "
64,[],-1,days2_weeks2,0.6,0,5445743,51.0,$55,"Hi Michele, Thank you for your interest in our apartment, unfortunately we actually will be holding these dates for family that is coming into town. Good luck with your search! Best, Luke and Sam *************** Hi Luke, my name is Michele and I am interested in staying at your place for 2 days, from 2016-04-05 to 2016-04-07. The calendar is open on these days and I am wondering if it is still available? A little bit more about myself: I am a graduate student from Milan, Italy and study Communication Design. I am fond of exploring cultures and visual arts around the world. Because my schedule match perfectly with the opening in your calendar, I am wondering if you would be willing to lower the rate to $30/night? I would be willing to make the booking immediately if the price is ok with you. *************** "
65,[],-1,days2_weeks2,0.7,0,4128337,124.0,$153,"Thanks for contacting Michele. Would love to have you and happy to negotiate a price. How about we meet somewhere in the middle and say $100 a night. That's a $35 a day discount. Let me know and I will change and approve  *************** Hi Pervaiz, Laena, Dinaw & Anne, my name is Michele and I am interested in staying at your place for 2 days, from 2016-04-04 to 2016-04-06. The calendar is open on these days and I am wondering if it is still available? A little bit more about myself: I am a graduate student from Milan, Italy and study Communication Design. I am fond of exploring cultures and visual arts around the world. Because my schedule match perfectly with the opening in your calendar, I am wondering if you would be willing to lower the rate to $85/night? I would be willing to make the booking immediately if the price is ok with you. *************** "
66,"[<span class=""horizontal-rule-wrapper"" data-reactid="".5.3.0:$816544333.0.0""><span data-reactid="".5.3.0:$816544333.0.0.0""><span data-reactid="".5.3.0:$816544333.0.0.0.$0"">Monifa &amp; Saint</span><span data-reactid="".5.3.0:$816544333.0.0.0.1""> ha inviato un'offerta speciale di </span><span data-reactid="".5.3.0:$816544333.0.0.0.$1"">$95</span><span data-reactid="".5.3.0:$816544333.0.0.0.3"">/notte</span></span></span>]",-1,days2_weeks2,0.8,0,3987571,83.0,$95,"I can take $10 off a night if that helps *************** Hi Monifa & Saint, my name is Michele and I am interested in staying at your place for 2 days, from 2016-04-05 to 2016-04-07. The calendar is open on these days and I am wondering if it is still available? A little bit more about myself: I am a graduate student from Milan, Italy and study Communication Design. I am fond of exploring cultures and visual arts around the world.I will visit New York a few times this year to work on a project with a local school. I will be there with a collegue of mine, who will stay with me.  Because my schedule match perfectly with the opening in your calendar, I am wondering if you would be willing to lower the rate to $65/night? I would be willing to make the booking immediately if the price is ok with you. *************** "
67,"[<span class=""horizontal-rule-wrapper"" data-reactid="".5.3.0:$816465614.0.0""><span data-reactid="".5.3.0:$816465614.0.0.0""><span data-reactid="".5.3.0:$816465614.0.0.0.$0"">Katerina</span><span data-reactid="".5.3.0:$816465614.0.0.0.1""> ti ha pre-approvato il </span><span data-reactid="".5.3.0:$816465614.0.0.0.$1"">Oggi alle 00:13</span></span></span>]",-1,days2_weeks2,0.9,0,6701577,29.5,$32,"Hey, 
Hope all is well. 
I would love to host you in my place, it is in safe and convenient neighborhood, just 10 min to R and M subway line and 15 minutes to Manhattan. You can walk around the neighborhood anytime day or night. 
And also check out some of the cool restaurants, cafes and bars in the neighborhood. 
If you have any question don't hesitate to ask. 
Regards, 
Katerina *************** Hi Katerina, my name is Michele and I am interested in staying at your place for 2 days, from 2016-04-04 to 2016-04-06. The calendar is open on these days and I am wondering if it is still available? A little bit more about myself: I am a graduate student from Milan, Italy and study Communication Design. I am fond of exploring cultures and visual arts around the world.I will visit New York a few times this year to work on a project with a local school. I will be there with a collegue of mine, who will stay with me.  Because my schedule match perfectly with the opening in your calendar, I am wondering if you would be willing to lower the rate to $25/night? I would be willing to make the booking immediately if the price is ok with you. *************** "
68,"[<span class=""horizontal-rule-wrapper"" data-reactid="".5.3.0:$816403315.0.0""><span data-reactid="".5.3.0:$816403315.0.0.0""><span data-reactid="".5.3.0:$816403315.0.0.0.$0"">Emily And Wes</span><span data-reactid="".5.3.0:$816403315.0.0.0.1""> ti ha pre-approvato il </span><span data-reactid="".5.3.0:$816403315.0.0.0.$1"">Ieri alle 23:11</span></span></span>]",-1,days2_weeks2,0.6,0,4491143,44.0,$48,"Yeah come on out! This neighborhood is the best!

You can be in Manhattan in 15 minutes by the train on the end of our street!

All you need to do to lock in the dates is accept the pending reservation I sent along with this message.

Cheers! See you soon!

Emily and Wes



MORE INFO:

THE NEIGHBORHOOD:  

Bedford-Stuyvesant, popularly known as Bed-Stuy (sounds like: Bed-Sty), is located in central Brooklyn and nudges up against ultra-hip Williamsburg. A historic neighborhood that boasts both pristine brownstones and unkempt storefronts, generations-old Bed-Stuy residents share their streets with newcomers and hip kids. Bed-Stuy's tight-knit community's dedication to their neighborhood continues to support improvements as renovating bars and cafes increasingly join its cadre of locally-owned businesses *************** Hi Emily And Wes, my name is Michele and I am interested in staying at your place for 2 days, from 2016-04-07 to 2016-04-09. The calendar is open on these days and I am wondering if it is still available? A little bit more about myself: I am a graduate student from Milan, Italy and study Communication Design. I am fond of exploring cultures and visual arts around the world. Because my schedule match perfectly with the opening in your calendar, I am wondering if you would be willing to lower the rate to $25/night? I would be willing to make the booking immediately if the price is ok with you. *************** "
69,[],-1,days2_weeks2,0.7,0,5345828,90.0,$123,"Hi Michele, thanks for inquiring about our apartment. It is available for the requested nights and we'd love to accommodate you two. However, we cannot lower the rate. Sorry. Hope to still see you guys in April! :-)
Best,
Sirrah & Chris  *************** Hi Sirrah, my name is Michele and I am interested in staying at your place for 2 days, from 2016-04-06 to 2016-04-08. The calendar is open on these days and I am wondering if it is still available? A little bit more about myself: I am a graduate student from Milan, Italy and study Communication Design. I am fond of exploring cultures and visual arts around the world.I will visit New York a few times this year to work on a project with a local school. I will be there with a collegue of mine, who will stay with me.  Because my schedule match perfectly with the opening in your calendar, I am wondering if you would be willing to lower the rate to $60/night? I would be willing to make the booking immediately if the price is ok with you. *************** "
70,"[<span class=""horizontal-rule-wrapper"" data-reactid="".5.3.0:$816411162.0.0""><span data-reactid="".5.3.0:$816411162.0.0.0""><span data-reactid="".5.3.0:$816411162.0.0.0.0"">Prenotazione rifiutata il </span><span data-reactid="".5.3.0:$816411162.0.0.0.$0"">Ieri alle 23:19</span></span></span>, <span class=""horizontal-rule-wrapper"" data-reactid="".5.3.0:$816410573.0.0""><span data-reactid="".5.3.0:$816410573.0.0.0""><span data-reactid="".5.3.0:$816410573.0.0.0.0"">Prenotazione rifiutata il </span><span data-reactid="".5.3.0:$816410573.0.0.0.$0"">Ieri alle 23:18</span></span></span>]",-1,days2_weeks2,0.8,0,10289124,70.0,$126,"Thanks for your inquiry Michelle. I'm sorry it's unavailable at that time, we have family visiting. I'm very sorry I forgot to block those days on airbnb. Apologies for the inconvenience.  *************** Hi Neil, my name is Michele and I am interested in staying at your place for 2 days, from 2016-04-04 to 2016-04-06. The calendar is open on these days and I am wondering if it is still available? A little bit more about myself: I am a graduate student from Milan, Italy and study Communication Design. I am fond of exploring cultures and visual arts around the world.I will visit New York a few times this year to work on a project with a local school. I will be there with 2 collegues of mine, who will stay with me.  Because my schedule match perfectly with the opening in your calendar, I am wondering if you would be willing to lower the rate to $55/night? I would be willing to make the booking immediately if the price is ok with you. *************** "
71,"[<span class=""horizontal-rule-wrapper"" data-reactid="".5.3.0:$817296918.0.0""><span data-reactid="".5.3.0:$817296918.0.0.0""><span data-reactid="".5.3.0:$817296918.0.0.0.$0"">Stefania</span><span data-reactid="".5.3.0:$817296918.0.0.0.1""> ti ha pre-approvato il </span><span data-reactid="".5.3.0:$817296918.0.0.0.$1"">Oggi alle 15:31</span></span></span>]",-1,days2_weeksM,0.6,0,417064,78.0,$85,"Salve Michele,
Sarei felice di ospitarti ma il prezzo e' quello che e' listato
Saluti
Stefania *************** Hi Stefania, my name is Michele and I am interested in staying at your place for 2 days, from 2016-04-23 to 2016-04-25. The calendar is open on these days and I am wondering if it is still available? A little bit more about myself: I am a graduate student from Milan, Italy and study Communication Design. I am fond of exploring cultures and visual arts around the world. Because my schedule match perfectly with the opening in your calendar, I am wondering if you would be willing to lower the rate to $45/night? I would be willing to make the booking immediately if the price is ok with you. *************** "
72,[],-1,days2_weeksM,0.7,0,74680,106.0,$115,"Hi Nazleen, my name is Michele and I am interested in staying at your place for 2 days, from 2016-06-20 to 2016-06-22. The calendar is open on these days and I am wondering if it is still available? A little bit more about myself: I am a graduate student from Milan, Italy and study Communication Design. I am fond of exploring cultures and visual arts around the world. Because my schedule match perfectly with the opening in your calendar, I am wondering if you would be willing to lower the rate to $70/night? I would be willing to make the booking immediately if the price is ok with you. *************** "
73,"[<span class=""horizontal-rule-wrapper"" data-reactid="".5.3.0:$817292270.0.0""><span data-reactid="".5.3.0:$817292270.0.0.0""><span data-reactid="".5.3.0:$817292270.0.0.0.$0"">Kimyon</span><span data-reactid="".5.3.0:$817292270.0.0.0.1""> ti ha pre-approvato il </span><span data-reactid="".5.3.0:$817292270.0.0.0.$1"">Oggi alle 15:27</span></span></span>]",-1,days2_weeksM,0.8,0,5125051,91.0,$108,"Hi Kimyon, my name is Michele and I am interested in staying at your place for 2 days, from 2016-05-31 to 2016-06-02. The calendar is open on these days and I am wondering if it is still available? A little bit more about myself: I am a graduate student from Milan, Italy and study Communication Design. I am fond of exploring cultures and visual arts around the world. Because my schedule match perfectly with the opening in your calendar, I am wondering if you would be willing to lower the rate to $70/night? I would be willing to make the booking immediately if the price is ok with you. *************** "
74,"[<span class=""horizontal-rule-wrapper"" data-reactid="".5.3.0:$817993397.0.0""><span data-reactid="".5.3.0:$817993397.0.0.0""><span data-reactid="".5.3.0:$817993397.0.0.0.$0"">Edward</span><span data-reactid="".5.3.0:$817993397.0.0.0.1""> ti ha pre-approvato il </span><span data-reactid="".5.3.0:$817993397.0.0.0.$1"">Oggi alle 22:57</span></span></span>]",-1,days2_weeksM,0.9,0,507393,40.0,$43,"Hi Edward, my name is Michele and I am interested in staying at your place for 2 days, from 2016-04-23 to 2016-04-25. The calendar is open on these days and I am wondering if it is still available? A little bit more about myself: I am a graduate student from Milan, Italy and study Communication Design. I am fond of exploring cultures and visual arts around the world. Because my schedule match perfectly with the opening in your calendar, I am wondering if you would be willing to lower the rate to $35/night? I would be willing to make the booking immediately if the price is ok with you. *************** "
75,"[<span class=""horizontal-rule-wrapper"" data-reactid="".5.3.0:$817506988.0.0""><span data-reactid="".5.3.0:$817506988.0.0.0""><span data-reactid="".5.3.0:$817506988.0.0.0.0"">Prenotazione rifiutata il </span><span data-reactid="".5.3.0:$817506988.0.0.0.$0"">Oggi alle 17:47</span></span></span>]",-1,days2_weeksM,0.6,0,531091,97.0,$140,"Hi Dragan, my name is Michele and I am interested in staying at your place for 2 days, from 2016-05-15 to 2016-05-17. The calendar is open on these days and I am wondering if it is still available? A little bit more about myself: I am a graduate student from Milan, Italy and study Communication Design. I am fond of exploring cultures and visual arts around the world.I will visit New York a few times this year to work on a project with a local school. I will be there with a collegue of mine, who will stay with me.  Because my schedule match perfectly with the opening in your calendar, I am wondering if you would be willing to lower the rate to $55/night? I would be willing to make the booking immediately if the price is ok with you. *************** "
